"id","user_id","content","article_url","original_pictures","retweet_pictures","original","video_url","publish_place","publish_time","publish_tool","up_num","retweet_num","comment_num"
JFdXQ6ShU,"3758512144",#蔡徐坤[超话]#  @蔡徐坤 早安！听说蓝天白云和你很搭哦～  原图 ,"",http://wx2.sinaimg.cn/large/e0065810gy1gn2m6610ghj20u012tqv5.jpg,,1,无,无,"2021-01-28 08:00",微博 weibo.com,1489,90,264
JFaP0lDDY,"3758512144",#蔡维泽[超话]# #蔡维泽0128生日快乐# 你的歌声有疗愈人心的魔力，似清风徐来，是宇宙限定的温柔。祝@傻子與白痴-蔡維澤 生日快乐[蛋糕]新的一岁继续储蓄热爱，在音乐之路上闪闪发光～  [组图共9张] 原图 ,"","http://ww3.sinaimg.cn/large/e0065810gy1gn2j3zzwpoj20u013y7wl.jpg,http://ww1.sinaimg.cn/large/e0065810gy1gn2j3t6a5dj20y20u0wlk.jpg,http://ww3.sinaimg.cn/large/e0065810gy1gn2j3rni7wj20sc10twia.jpg,http://ww2.sinaimg.cn/large/e0065810gy1gn2j3sx7grj20u017f45m.jpg,http://ww4.sinaimg.cn/large/e0065810gy1gn2j8cwcqaj20u017hnbm.jpg,http://ww2.sinaimg.cn/large/e0065810gy1gn2j3xe00tj20u00xq7wn.jpg,http://ww4.sinaimg.cn/large/e0065810gy1gn2j3txiuzj20io0t6427.jpg,http://ww3.sinaimg.cn/large/e0065810gy1gn2j3sy1ovj21070tv7b7.jpg,http://ww3.sinaimg.cn/large/e0065810gy1gn2j3t5dtgj20fa0jfq3t.jpg",,1,无,无,"2021-01-28 00:00",微博 weibo.com,109,13,59
JFa3M2d6t,"3758512144",#姚琛分身魔术大片#@R1SE-姚琛 简单黑白装搭配红黑条纹领带，妥妥的英伦骑士～性感身材和童真脸庞的反差，分身大片与真空西装结合，好可！#姚琛气球围脖封面大片##姚琛[超话]#  [组图共9张] 原图 ,"","http://ww1.sinaimg.cn/large/e0065810ly1gn2lqjtge5j21jk23g4qq.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn2lqiondkj21jk23fx6p.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn2lql8yr9j21jk26jb2a.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn2lqmd82oj21jk1y7npd.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn2lqna0jvj21jk27lb2a.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn2lqoadq5j21jk23fx6p.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn2lqgprmgj21jk23fx6p.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn2lqp6jq5j228r1jke82.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn2lqpyjsej21jk23fu0x.jpg",,1,无,无,"2021-01-27 22:03",姚琛超话,400,25,108
JFa2j1vJZ,"3758512144",#李艺彤[超话]# @李艺彤 说来也奇怪，对你的依赖不觉间已成为习惯。晚安[月亮]李艺彤《那好吧》（第26届东方风云榜音乐盛典）  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=x0030upxwnq&Expires=1611856517&ssig=8aXVvNELNK&KID=unistore,video",无,"2021-01-27 22:00",微博 weibo.com,624,17,63
JF9qPgt7q,"3758512144","#侯明昊花朵少年大片# @侯明昊Neo 明暗光影勾勒出优越五官，湿发造型俊朗有型；多重元素相得益彰,展现别具一格的时尚态度!   [组图共6张] 原图 ","","http://ww4.sinaimg.cn/large/e0065810ly1gn2iyv3uooj20u0140jz3.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn2iyvdj9vj20u018ywka.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn2iyw54roj20u018y7a2.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn2iyvrfk3j20u018ygsn.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn2iyuxmaoj20u018ydo6.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn2iywduncj20u018y78q.jpg",,1,无,无,"2021-01-27 20:27",侯明昊超话,395,139,161
JF8ox37HN,"3758512144",#娄滋博的vlog# 迟到的跨年礼物大开箱！@嘎嘎娄滋博 大无语事件突然上线🤣速来腾讯视频搜索【娄滋博】内含娄老师穿搭tips，请勿错过！【开箱】大无语事件 微笑.jpg  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=r322435qbqj&Expires=1611856527&ssig=Py9bD8wXpB&KID=unistore,video",无,"2021-01-27 17:49",娄滋博超话,24,0,0
JF8ky5Cbr,"3758512144",#张翰暗夜水面大片# @张翰 最新暗夜大片释出，风度翩翩，绅士儒雅。尽显雅痞气质。  [组图共6张] 原图 ,"","http://ww4.sinaimg.cn/large/e0065810ly1gn2e3m6436j21600u0u0z.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn2e3mdi5dj20u013au0z.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn2e3mbo93j218y0u0kjn.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn2e3m6v1lj20u013anpg.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn2e3mh624j20u013anpg.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn2e3me261j20u018yu0z.jpg",,1,无,无,"2021-01-27 17:39",张翰超话,687,78,138
JF7X54luh,"3758512144",#天赐的声音# 本期飞行合伙人@许飞 @马頔-麻油叶 @Vinida万妮达 @JelloRio李佳隆 @周傳雄 @顏人中  集结完毕，明晚#来腾讯视频看天赐的声音#第二季，看精彩合作舞台  [组图共6张] 原图 ,"","http://ww1.sinaimg.cn/large/e0065810ly1gn2cfj78l5j20u01901kz.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn2cfiv59dj21900u0ty6.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn2cfiy6y1j20u0190e84.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn2cfj2m52j20u0190npe.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn2cfj49g9j20u0190e82.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn2cfj1z24j20u0190npe.jpg",,1,无,无,"2021-01-27 16:41",微博 weibo.com,172,4,56
JF7uN1TW8,"3758512144",#Plug Inn#第二期上新，实力唱作音乐人@宫阁-GONG 发布新歌《70 Percent》现场开麦版， 音乐才子表示凡事做到70%已经是完美。腾讯视频关注Plug Inn，精彩不断宫阁新歌《70 Percent》的完美开麦现场  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=e3224bwtvpx&Expires=1611856529&ssig=RVlvqVSGef&KID=unistore,video",无,"2021-01-27 15:32",微博 weibo.com,18,1,7
JF6Vw2oBc,"3758512144",#迷妹专访# X#哈哈哈哈哈# @邓超 @陈赫 专访上线啦！超哥、陈赤赤聊旅途故事，每一项工作都是一种体验和融入；二人爆笑互相模仿，揭秘私下最真实状态；家人听闻录制辛苦直劝“不录了”；“网瘾”赫没电脑是如何度过的？超哥和“无头鸡”又是怎么样故事？戳@腾讯视频 @迷妹专访 看正片咯！@V小妞妞子 迷妹专访x邓超&陈赫：家人听闻录制辛苦劝二人“不录了”                                 ,"",无,,1,无,无,"2021-01-27 14:05",微博 weibo.com,27,2,11
JF6Ss6HVh,"3758512144",#王源变成狗想咬自己##王源说爱没有答案# @TFBOYS-王源 采访直言不是每一个问题都有标准答案，还拿了“爱”举例。 如果和自己的狗交换身体最想做什么，他的回答是咬自己一口，被有趣到了  [组图共9张] 原图 ,"","http://ww3.sinaimg.cn/large/e0065810ly1gn27n8ajo1j20rn2lcdtv.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn27n8a8v6j20rn1q8n6k.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn27n8frerj21hc0u0dy9.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn27n8ccsjj21hc0u0nfx.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn27n8ehtwj21hc0u04if.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn27n8dpypj21hc0u0dxx.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn27n8bj0wj21hc0u0qjy.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn27n8dc4ej21hc0u0dwz.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn27n8d3hyj21hc0u0dx0.jpg",,1,无,无,"2021-01-27 13:57",王源超话,246,172,83
JF6PEzVck,"3758512144",#孟子义的假期反差# @孟子义  西装收腰连衣裙简直就是早春穿搭宝藏单品，蝴蝶结、珍珠元素加以点缀， 最in假期穿搭，开春回暖学起来～  [组图共4张] 原图 ,"","http://ww2.sinaimg.cn/large/e0065810ly1gn27hqcnjaj21900u0x6q.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn27hq8jkwj21a10u0e82.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn27hq9dqsj20u0190x6p.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn27hqbt8bj219s0u0kjm.jpg",,1,无,无,"2021-01-27 13:50",微博 weibo.com,34,10,28
JF6MvfK5n,"3758512144",#魔熙先生#预告超爆笑！魔熙主理人本次寻找硬核玩家的接头暗号竟是一组烫嘴绕口令，这可把@罗云熙Leo   难坏了！滑超级滑梯、摆超难姿势，追寻硬核玩家的路上真是困难重重！明日12:00来#腾讯视频和罗云熙一起探索魔熙世界#，明天18:30云熙还会空降@腾讯视频doki  和大家畅聊本季《魔熙先生》背后故事，各位记得看完魔熙来聊天！第6期预告：罗云熙烫嘴绕口令引爆笑                                 ,"",无,,1,无,无,"2021-01-27 13:42",罗云熙超话,1199,94,173
JF6LN0QLR,"3758512144",#吐槽大会# 让你释放内心，大咖们无惧槽点、有备而来， 吐槽风暴降临，火力即将全开！#吐槽大会5嘉宾全阵容#  原图 ,"",http://wx3.sinaimg.cn/large/e0065810ly1gn277mwmwkj20rtcmze8m.jpg,,1,无,无,"2021-01-27 13:41",微博 weibo.com,3030,60,188
JF60yAAQZ,"3758512144",#吐槽大会5嘉宾全阵容#@死胖子王建国 @阎鹤祥 @易立竞 @BIGBIG张大大 @R1SE-张颜齐 来#吐槽大会# 原因是_____？没想到是这个答案🤔你为什么来吐槽大会？（下）  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=t0035kjhsr0&Expires=1611856532&ssig=mgR0DgWECk&KID=unistore,video",无,"2021-01-27 11:44",微博 weibo.com,79,0,23
JF5SK2DS5,"3758512144",#创4创始人代表宁静##创造营#2021#创造营冒险岛的召唤海报#创始人代表@宁静 副本地图全貌释放，静待学员载入挑战模式…  [组图共2张] 原图 ,"","http://ww1.sinaimg.cn/large/e0065810ly1gn230tbi89j215o15oqv5.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn23ap4r0pj20yi207e82.jpg",,1,无,无,"2021-01-27 11:25",企鹅妹的iPhone客户端,257,14,107
JF5PS9oLz,"3758512144",#吐槽大会5嘉宾全阵容# #吐槽大会回怼式官宣# @张雨绮 @BIGBIG张大大 @R1SE-张颜齐 @张绍刚工作室 @李诞 ，#吐槽大会# 大门已经开启，瞧好吧您嘞～  [组图共5张] 原图 ,"","http://ww1.sinaimg.cn/large/e0065810ly1gn233awjejj20u01hcb2d.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn233b47g3j20u01hc1l1.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn233b2qlzj20u01hcqv8.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn233b1h4cj20u01hcu10.jpg,http://ww3.sinaimg.cn/large/e0065810ly1gn233awtxwj20u01hc1l1.jpg",,1,无,无,"2021-01-27 11:18",微博 weibo.com,3674,86,213
JF5L590Hi,"3758512144",#吐槽大会5嘉宾全阵容# #吐槽大会回怼式官宣# @死胖子王建国 @王勉__ @阎鹤祥 @-杨笠- @蒙恩是蒙恩啊 @易立竞 已就位，还不赶紧来瞧瞧？  [组图共6张] 原图 ,"","http://ww4.sinaimg.cn/large/e0065810ly1gn22qz8fo4j20u01hcu10.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn22qz2u5ej20u01hc1l1.jpg,http://ww1.sinaimg.cn/large/e0065810ly1gn22qzx1s2j20u01hcx6s.jpg,http://ww2.sinaimg.cn/large/e0065810ly1gn22qzg312j20u01hcu10.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn22qz26vhj20u01hcqv8.jpg,http://ww4.sinaimg.cn/large/e0065810ly1gn22qywpqkj20u01hc4qt.jpg",,1,无,无,"2021-01-27 11:06",微博 weibo.com,25,2,17
JF5polUqm,"3758512144",#家族年年年夜FAN#来给兄弟姐妹们颁奖了！@腾讯视频拜托了冰箱 @吐槽大会官方微博 @明日之子SUPERBAND @脱口秀大会官微 @斗罗大陆动画官方微博 @腾讯视频创造营2021 @腾讯视频幸福三重奏 @腾讯视频心动的信号 @腾讯视频演员请就位 @纪录片-风味人间 @腾讯视频令人心动的offer @传闻中的陈芊芊官微 @腾讯视频炙热的我们 @腾讯视频认真的嘎嘎们 @电视剧三十而已 @腾讯视频德云斗笑社 @腾讯视频哈哈哈哈哈 不慌不忙人人有份来夸一句#年夜FAN的奖项太有梗了# 第一届“家族年年年夜FAN杯”颁奖典礼                                 ,"",无,,1,无,无,"2021-01-27 10:13",企鹅妹的iPhone客户端,7393,17,433
JF5lMqcIA,"3758512144", #赖美云自己导演MV#@赖美云 个人专辑唤醒曲《过滤镜》MV正式上线！MV中赖美云变身MV导演，亲自关掉一切滤镜，还原真实的画面，做最勇敢的real me！赖美云《过滤镜》MV官方版  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=o0035m50ftf&Expires=1611856535&ssig=KoH%2Fz%2BzAOG&KID=unistore,video",无,"2021-01-27 10:04",赖美云超话,555,195,136
JF4Mc18BD,"3758512144",#翟潇闻[超话]# @R1SE-翟潇闻 早安[太陽] 来为优秀的自己点个赞！  原图 ,"",http://wx1.sinaimg.cn/large/e0065810gy1gn1yeyxq1jj216o1h4amb.jpg,,1,无,无,"2021-01-27 08:36",企鹅妹的iPhone客户端,4345,117,400
JFjRLA9Mz,"5500545510",你好。今天，篮网加时险胜，不到绝境，你不知道自己还有多少潜力；今天，湖人遭准绝杀，不到最后一刻，你永远不知道这是喜剧还是悲剧；今天，比尔轰下47分却再输球，也许是该做出决定了，放弃也是人生的一种成长方式。让每一天都有所值。晚安。  ,"",无,,1,无,无,"2021-01-28 23:01",微博 weibo.com,22,0,1
JFhJwCpmA,"5500545510",中超每队分红700万，据消息人士透露，为帮助广大中超俱乐部度过经济难关，职业联盟筹备组、中国足协、中超公司克服种种困难，简化财务工作流程，于当天向各中超俱乐部下拨了2020赛季部分参赛费，暨外界俗称的“赛季分红”。据了解这笔平均每家700万元的参赛费已经打入各俱乐部账户内。 中超每队分红700万，你怎么看？                                 ,"",无,,1,无,无,"2021-01-28 17:35",微博 weibo.com,170,3,4
JFhsGmpMX,"5500545510",布拉德利·比尔的绝望表情包，轰下47分也难阻奇才不敌鹈鹕，过去三个赛季，比尔得分超过40分，奇才加起来就只赢了一场球。这是现实，这是悲剧，他能怎么办呢？  [组图共2张] 原图 ,"","http://ww3.sinaimg.cn/large/0060fJ9Yly1gn3ieub7ljj31f60u04qr.jpg,http://ww1.sinaimg.cn/large/0060fJ9Yly1gn3ieuf7mgj31df0u0npg.jpg",,1,无,无,"2021-01-28 16:54",微博 weibo.com,25,2,18
JFgeXyxe4,"5500545510",#NBA常规赛# 勇士123-111主场双杀森林狼，迎来两连胜。库里出场数717场已升至勇士队史第三，怀斯曼25分迎职业生涯得分新高。耍得对手晕头转向 库里极限手活后撤步三分  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=v0035x5yr03&Expires=1611856564&ssig=3gOBhG115t&KID=unistore,video",无,"2021-01-28 13:47",微博 weibo.com,17,3,0
JFfG6kTmC,"5500545510",#NBA常规赛# 爵士116-104击败独行侠，豪取10连胜，战绩超过湖人冲上西部榜首，以14胜4负的战绩排名联盟第一。戈贝尔29+20，克拉克森31分；独行侠遭遇三连败，东契奇空砍30分。戈贝尔左晃右闪太灵活 人群中杀出血路一顿暴扣  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=t0035u3x53t&Expires=1611856565&ssig=SFvgs9ulSS&KID=unistore,video",无,"2021-01-28 12:21",微博 weibo.com,9,1,7
JFfl9lV5O,"5500545510",#NBA常规赛# 湖人遭绝杀客场10连胜终结，詹姆斯34分6篮板6助攻，末节最后时刻引领一波13-0攻势反超，但最后3秒哈里斯上篮准绝杀。  原图 ,"",http://wx2.sinaimg.cn/large/0060fJ9Yly1gn391udz8tj30lw0diqn6.jpg,,1,无,无,"2021-01-28 11:30",微博 weibo.com,16,1,6
JFfi7r0yu,"5500545510",#NBA常规赛# 篮网加时擒老鹰获3连胜，三巨头合砍89分。哈登31+8+15关键罚球制胜，杜兰特32分欧文26分。杜兰特大鹏展翅欧洲步暴扣！哈登身后追帽对手立功  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=s0035oqln2t&Expires=1611856565&ssig=SFvgs9ulSS&KID=unistore,video",无,"2021-01-28 11:22",微博 weibo.com,8,0,4
JFf6Q0kRe,"5500545510",#NBA常规赛# 掘金客场109-82大胜热火，取得五连胜。掘金六人得分上双，约基奇拿到21分11篮板。热火遭遇四连败，阿德巴约15分7篮板6助攻。http://t.cn/A65fR6mz  ,"",无,,1,无,无,"2021-01-28 10:54",微博 weibo.com,1,0,0
JFeHcz9oe,"5500545510",复刻乔丹经典晃倒对手 杜兰特急停回拉潇洒跳投 视频：复刻乔丹经典晃倒对手 杜兰特急停回拉潇洒跳投  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=w0035aljxm8&Expires=1611856566&ssig=lHVcwvTSc3&KID=unistore,video",无,"2021-01-28 09:51",微博 weibo.com,11,2,8
JFeDVvGE8,"5500545510",欧文恐怖的滞空能力！逆天小折叠极限躲卡皇大帽上篮 视频：恐怖如斯的滞空能力！欧文逆天小折叠极限躲大帽上篮  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=z0035g6kuna&Expires=1611856566&ssig=lHVcwvTSc3&KID=unistore,video",无,"2021-01-28 09:43",微博 weibo.com,8,0,2
JFdG76kGu,"5500545510",曼联1-2爆冷输给垫底的谢菲联，争冠之路遭受打击。 你认为曼联本赛季是否还有争冠可能？  ,"",无,,1,无,无,"2021-01-28 07:16",微博 weibo.com,444,2,9
JFdDZl5Wb,"5500545510",#腾讯体育早报##早安[超话]# 各位早上好！在詹姆斯上场对骑士狂砍46分后，多家博彩公司调整常规赛MVP的赔率，詹姆斯一跃成为最大热门。如果詹姆斯能够在本赛季当选为常规赛MVP，他将成为这一奖项的最老得主。全明星投票活动将于北京时间本周五凌晨1点正式开启，一直持续到北京时间2月16日。目前联盟仍在讨论是否举办全明星正赛，但不管有没有比赛，当选的球员依然将享有全明星的身份。掘金当家后卫穆雷被处以25000美元的罚款，原因是在球队上场对阵独行侠的比赛中，穆雷有一个报复性的击打小哈达威裆部的动作。英超第20轮，曼联主场1-2爆冷输给垫底队谢菲联，红魔最近14轮联赛首败。马夏尔进球被吹引争议，马奎尔破门难救主。国王杯1/8决赛，巴萨客场2-1逆转巴列卡诺，连续11年晋级国王杯8强创纪录。格列兹曼助攻梅西扳平比分，梅西第76场国王杯出战，超75场的萨米蒂尔与73场的伊涅斯塔，创巴萨队史国王杯出场新纪录。意大利杯1/4决赛，尤文主场4-0斯帕尔。莫拉塔点球破门，弗拉博塔打入尤文处子球，库卢塞夫斯基一传一射，替补出场的基耶萨同样一传一射，尤文将在半决赛里对阵国际米兰。直播预告：08:00 NBA常规赛 步行者vs黄蜂08:00 NBA常规赛 活塞vs骑士08:00 NBA常规赛 国王vs魔术08:30 NBA常规赛 篮网vs老鹰08:30 NBA常规赛 掘金vs热火08:30 NBA常规赛 雄鹿vs猛龙08:30 NHL常规赛 掠夺者vs黑鹰09:00 NHL常规赛 加人vs参议员09:30 NBA常规赛 凯尔特人vs马刺10:00 NBA常规赛 奇才vs鹈鹕10:00 NBA常规赛 雷霆vs太阳10:00 NBA常规赛 独行侠vs爵士11:00 NBA常规赛 森林狼vs勇士17:00 LPL春季赛 LGD vs BLG19:00 LPL春季赛 OMG vs SN明04:00 英超第20轮 热刺vs利物浦敬请收看！今日份早报请戳：1月28日体育早报：曼联爆冷负垫底队 国王杯梅西破门巴萨逆转#NBA[超话]# #英超[超话]#             [组图共2张]      原图                             ,"","http://ww3.sinaimg.cn/large/0060fJ9Yly1gn31kcq3hrj30u015g7hj.jpg,http://ww1.sinaimg.cn/large/0060fJ9Yly1gn31kcrxzzj30u015ganh.jpg",,1,无,无,"2021-01-28 07:11",微博 weibo.com,11,0,7
JFafP3ARZ,"5500545510",CBA广厦险胜四川，双方共造63犯72罚球。孙铭徽最后时刻关键两罚锁定胜局，广厦顾问李春江场边抗议判罚吃技犯。哈达迪空砍20+13，亨特23分6犯离场。  原图 ,"",http://wx3.sinaimg.cn/large/0060fJ9Yly1gn2mlkyznkj30ku0dfq42.jpg,,1,无,无,"2021-01-27 22:33",微博 weibo.com,59,1,22
JFa3L8XBo,"5500545510",辽篮轻取深圳夺9连胜，郭艾伦三节13分创里程碑！辽宁全队7人得分上双，首发五虎全部三节打卡下班，郭艾伦总得分突破7000分，超越马布里升至CBA历史第15。  原图 ,"",http://wx2.sinaimg.cn/large/0060fJ9Yly1gn2lqorgczj30oj0gh0tj.jpg,,1,无,无,"2021-01-27 22:03",微博 weibo.com,36,3,9
JF9P7lAvk,"5500545510",焦点战来了！篮网明天将迎战老鹰，三巨头PK特雷杨+饼皇，篮网刚迎来了属于他们的第一波连胜，哈登上场末节爆发带队取胜，而老鹰当家特雷杨状态更是火热，近三场场均39.7分。明天这场大战你看好谁能赢？ 篮网对阵老鹰谁能赢？  ,"",无,,1,无,无,"2021-01-27 21:27",微博 weibo.com,4426,7,19
JF94iacP5,"5500545510",这啥造型啊？詹姆斯晒戴头套听歌视频，网友：这是准备打劫吧？？  腾讯体育的微博视频  ,"",无,,1,"http://f.video.weibocdn.com/dV38C6Pglx07JU5D23XG010412003Tv60E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1611856567&ssig=7nOlFcrycr&KID=unistore,video",无,"2021-01-27 19:32",微博视频,20,5,9
JF87bd8VA,"5500545510",亚冠小组抽签：恒大遭遇日本冠军川崎前锋！苏宁遇上名古屋鲸鱼，鲁能抽中泰国狮子港，国安若资格赛胜出，将与卫冕冠军蔚山现代同组。  ,"",无,,1,无,无,"2021-01-27 17:06",微博 weibo.com,4,0,3
JF6lWxquW,"5500545510",#NBA常规赛# 爵士108-94逆转尼克斯，豪取9连胜位列西部第2名。戈贝尔18分19篮板，正负值+27全场最高；小里弗斯上半场12分钟10中10狂轰25分，下半场4中0。小里弗斯状态爆炸弹无虚发 开场10投10中三分球5投5中  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=o0035wk9cnz&Expires=1611856568&ssig=Sk8LA6%2BbUq&KID=unistore,video",无,"2021-01-27 12:37",微博 weibo.com,5,114,2
JF65N6414,"5500545510",#NBA常规赛# 火箭107-88击败奇才获得三连胜，沃尔面对老东家贡献24分5助攻2抢断，戈登和奥拉迪波各得20分；比尔空砍33分，韦少19+11与沃尔互喷垃圾话分别吃技犯。沃尔威少互喷垃圾话双双吃T 随后考辛斯与沃尔兴奋对拳庆祝  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=i00352nmgji&Expires=1611856568&ssig=Sk8LA6%2BbUq&KID=unistore,video",无,"2021-01-27 11:57",微博 weibo.com,17,0,5
JF5Jv53oD,"5500545510",#NBA#常规赛 残阵快船99-108不敌老鹰，不仅输掉六连客首战，而且7连胜遭终结，小卡和乔治被隔离缺席比赛。特雷杨轰下38分4助攻3篮板，末节带伤轰下12分锁定胜局，卡佩拉轰下13分19篮板。Logo Shot时间到 特雷-杨超远三分命中指了指出手的位置  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=y0035r93mly&Expires=1611856569&ssig=d%2FtMIR7buR&KID=unistore,video",无,"2021-01-27 11:02",微博 weibo.com,11,0,2
JF5BJpMyM,"5500545510", 是什么事把库里逗成这样？直接将嘴中的水喷一地，队友们都过来忙着擦地板… 微博视频  ,"",无,,1,无,无,"2021-01-27 10:43",微博视频,17,0,1
JF5zqoJ9a,"5500545510",卡佩拉一攻一防大放异彩！大帽伊巴卡后接特雷杨助攻轻松得分 看视频：请你尝尝我瑞士老家的火锅！卡佩拉大帽扇飞伊巴卡之后接杨助攻上篮得手  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=f0035t0o3wz&Expires=1611856569&ssig=d%2FtMIR7buR&KID=unistore,video",无,"2021-01-27 10:37",微博 weibo.com,4,0,1
JF5vQa0qm,"5500545510",《赵宇聊足球》第1期：中超没钱了，这个年真挺难过的！还有三天，各俱乐部就要向中国足协递交球员签字的工资奖金确认表，如果有一个人没签字，那可能就无法在新赛季完成注册，大牌球员被欠薪可自由身转会。对此，你怎么看？ 中超工资表1人不签字全队都别注册！大牌被欠薪可自由身转会 @赵宇赵宇  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=l3224owkjje&Expires=1611856569&ssig=d%2FtMIR7buR&KID=unistore,video",无,"2021-01-27 10:29",微博 weibo.com,5,3,2
JF4PYjoq1,"5500545510",据美媒报道，NBA官网资深记者塞古-史密斯因新冠去世，NBA TV发文对他表示悼念，并向他的家人寄托哀思。塞古-史密斯出生于1972年，去世时年仅49岁。史密斯已从事超过20年的NBA报道工作，本赛季主要负责在NBA官网撰写相关报道，并负责MVP排行榜的栏目。当地时间1月8日，NBA排行榜公布第一期排名后，就再没有更新。                  原图                             ,"",http://wx2.sinaimg.cn/large/0060fJ9Yly1gn1ymnwep3j30ki0kiwqm.jpg,,1,无,无,"2021-01-27 08:45",微博 weibo.com,11,0,5
JF4y1dqip,"5500545510",腾讯体育+腾讯看点网友缅怀科比留言已被打印成册，记者李子潇12点在腾讯体育开启直播，将画册带到斯台普斯中心。腾讯体育 #科比去世一周年#   腾讯体育的微博视频  ,"",无,,1,"http://f.video.weibocdn.com/0ASJ1Xfvlx07JTkcGhSw010412005QBN0E010.mp4?label=mp4_hd&template=480x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1611856570&ssig=GtUuojb%2BCL&KID=unistore,video",无,"2021-01-27 08:01",微博视频,22,0,4
JF4s17Bkc,"5500545510",传奇永不落幕！深情MV悼念科比逝世一周年 传奇永不落幕！深情MV悼念科比逝世一周年 #科比去世一周年#  ,"",无,,1,"https://multimedia.api.weibo.com/2/multimedia/redirect_tencent_video.json?vid=o0035ax8k4z&Expires=1611856570&ssig=d5JhKetHFv&KID=unistore,video",无,"2021-01-27 07:46",微博 weibo.com,167,69,5
