城市,天气,最低气温,最高气温,日期
奥霍努阿,零星有雨和毛毛雨,,20,2017/6/18
克拉古耶瓦茨,多云,12,,2017/6/17
邓肯镇,阴,27,,2017/6/17
弗里波特,阴,26,,2017/6/17
科伯恩城,小雨,29,,2017/6/17
乔治城,中雨,28,,2017/6/17
海龟湾,小雨,28,,2017/6/17
坎普斯湾,阴,27,,2017/6/17
马什港,小雨,28,,2017/6/17
伯明翰,小雨,22,,2017/6/17
堪萨斯城,阴,19,,2017/6/17
波尔图,多云,17,,2017/6/17
佛罗伦萨,晴,25,,2017/6/17
叙尔特岛,小雨,14,,2017/6/17
劳埃德明斯特,多云,8,,2017/6/17
圣斯皮里图斯,大雨,23,,2017/6/17
马修镇,阴,27,,2017/6/17
北伊柳塞拉,中雨,28,,2017/6/17
纽伦堡,多云,12,,2017/6/17
奥兰,多云,17,,2017/6/17
马赛,中雨,20,,2017/6/17
萨尔瓦多,多云,22,,2017/6/17
乌斯怀亚,雨夹雪,0,,2017/6/17
纳什维尔,阴,22,,2017/6/17
苏圣玛丽,阴,13,,2017/6/17
铀城,阴,2,,2017/6/17
博登,小雨,13,,2017/6/17
萨德伯里,小雨,15,,2017/6/17
图古尔特,阴,26,,2017/6/17
曼海姆,多云,16,,2017/6/17
卡普斯卡辛,小雨,12,,2017/6/17
哈迪港,阴,10,,2017/6/17
莫斯镇,小雨,28,,2017/6/17
普罗维登西亚莱斯,阴,27,,2017/6/17
艾卢克环礁,逐渐晴朗,,27,2017/6/18
谢弗维尔,中雨,14,,2017/6/17
纳塔什昆,小雨,10,,2017/6/17
约克顿,多云,10,,2017/6/17
埃德森,多云,7,,2017/6/17
苏卢考特,中雨,11,,2017/6/17
布朗萨布隆,小雨,7,,2017/6/17
瓦勒多,阴,16,,2017/6/17
耶洛奈夫,阴,11,,2017/6/17
安德森,晴,20,,2017/6/17
剑桥湾,阴,3,,2017/6/17
布拉格,多云,11,,2017/6/17
西雅图,小雨,12,,2017/6/17
努埃维塔斯,阴,25,,2017/6/17
罗克桑德,中雨,28,,2017/6/17
海湾,中雨,28,,2017/6/17
特内里费,多云,20,,2017/6/17
伊瓜苏瀑布,多云,18,,2017/6/17
圣劳伦,中雨,23,,2017/6/17
特克斯岛,阴,27,,2017/6/17
佛罗里达,晴,8,,2017/6/17
梅赛德斯,多云,7,,2017/6/17
普列夫利亚,阴,10,,2017/6/17
乌尔齐尼,晴,18,,2017/6/17
扎布利亚克,小雨,7,,2017/6/17
兹雷尼亚宁,多云,12,,2017/6/17
杜拉斯诺,多云,7,,2017/6/17
梅洛,小雨,10,,2017/6/17
兹拉蒂博尔,小雨,9,,2017/6/17
金沙萨,多云,20,,2017/6/17
托卢,小雨,12,,2017/6/17
西班牙港,大雨,25,,2017/6/17
马里帕苏拉,阴,22,,2017/6/17
圣乔治,小雨,22,,2017/6/17
博伊西,晴,13,,2017/6/17
巴斯特尔,多云,25,,2017/6/17
卢马,可能有阵雨,,26,2017/6/17
阿鲁巴,多云,27,32,2017/6/17
奥努乌岛,可能有阵雨,,25,2017/6/17
庞艾,零星有雨和毛毛雨,,20,2017/6/18
奥福岛和奥洛塞加岛,可能有阵雨,,26,2017/6/17
托富阿岛,阵雨,,21,2017/6/18
沃莱瓦岛,可能有阵雨,,21,2017/6/18
图阿努库,云量增加,,23,2017/6/18
斯温斯岛,几场阵雨,,25,2017/6/17
塔乌岛,可能有阵雨,,26,2017/6/17
莫比尔,多云,24,30,2017/6/17
雷焦卡拉布里亚,晴,22,31,2017/6/17
高岛,阵雨,,21,2017/6/18
安德里耶维察,几场阵雨,,10,2017/6/18
卡劳岛,零星有雨和毛毛雨,,20,2017/6/18
长滩,晴,17,30,2017/6/17
韦恩堡,雷阵雨,22,30,2017/6/17
奥斯汀,晴,24,38,2017/6/17
乌伊哈岛,可能有阵雨,,21,2017/6/18
托努梅亚岛,阵雨,,21,2017/6/18
洛方阿岛,可能有阵雨,,21,2017/6/18
拉瓦基岛,局部地区有雷雨,,25,2017/6/18
贾博尔,阵雨,,27,2017/6/18
累西腓,小雨,23,28,2017/6/17
卡宴,小雨,24,30,2017/6/17
通瓦岛,阵雨,,21,2017/6/18
费莱托,可能有阵雨,,23,2017/6/18
内亚富,云量增加,,23,2017/6/18
托库岛,可能有阵雨,,23,2017/6/18
恩德伯里岛,局部地区有雷雨,,25,2017/6/18
尼库马罗罗岛,可能有阵雨,,25,2017/6/18
洛托福阿,可能有阵雨,,21,2017/6/18
帕果帕果,可能有阵雨,,25,2017/6/17
罗斯环礁,可能有阵雨,,26,2017/6/17
拜里基岛,晴间多云,,28,2017/6/18
利基普环礁,逐渐晴朗,,27,2017/6/18
马朱罗,局部地区有雷雨,,26,2017/6/18
拉卡托罗,多云,,24,2017/6/18
常德,多云,22,31,2017/6/18
梅吉特岛,逐渐晴朗,,27,2017/6/18
沃特环礁,多云转阴到多云间晴,,28,2017/6/18
艾珠,晴间多云,,27,2017/6/18
拉埃环礁,多云转阴到多云间晴,,28,2017/6/18
里布岛,局部地区有雷雨,,27,2017/6/18
沃杰环礁,逐渐晴朗,,27,2017/6/18
努库费陶环礁,有几场阵雨，主要在晚间,,28,2017/6/18
纳努曼加岛,几场阵雨,,28,2017/6/18
基利岛,阵雨,,27,2017/6/18
努伊环礁,几场阵雨,,27,2017/6/18
纳努梅阿环礁,有几场阵雨，主要集中在早间,,28,2017/6/18
纽陶岛,可能有阵雨,,28,2017/6/18
拜林市,多云,,25,2017/6/18
乌贾环礁,多云转阴到多云间晴,,28,2017/6/18
伊拜岛,局部地区有雷雨,,27,2017/6/18
尼柏,晴间多云,,27,2017/6/18
德尼高莫都,晴间多云,,27,2017/6/18
安尼巴惹,晴间多云,,27,2017/6/18
马普托,小雨,14,27,2017/6/18
部亚达,晴间多云,,27,2017/6/18
湄泞,晴间多云,,27,2017/6/18
阿纳巴尔,晴间多云,,27,2017/6/18
托阿克,有几场阵雨，主要在晚间,,25,2017/6/18
温得和克,多云,3,15,2017/6/18
优雅布,晴间多云,,27,2017/6/18
安鄂滩,晴间多云,,27,2017/6/18
白帝,晴间多云,,27,2017/6/18
古斯贝,中雨转小雨,10,20,2017/6/18
爱沃,晴间多云,,27,2017/6/18
扬戈尔,晴间多云,,27,2017/6/18
马洛埃拉普环礁,逐渐晴朗,,27,2017/6/18
乌蒂里克环礁,逐渐晴朗,,27,2017/6/18
奥尔环礁,有几场阵雨，主要在晚间,,27,2017/6/18
埃邦环礁,一至两场短时阵雨,,27,2017/6/18
埃尼威托克环礁,有几场阵雨，主要在晚间,,27,2017/6/18
贾普坦岛,一至两场短时阵雨,,28,2017/6/18
纳穆环礁,局部地区有雷雨,,27,2017/6/18
拉马普,阴,28,,2017/6/18
索拉,多云,,25,2017/6/18
努基基,局部地区有雷雨,,24,2017/6/18
格林维尔,阴,20,28,2017/6/18
埃利亚,多云,,22,2017/6/18
埃博,一至两场短时阵雨,,22,2017/6/18
扬迪纳,几场强阵雨,,26,2017/6/18
锡奥塔,局部地区有雷雨,,25,2017/6/18
塔罗阿尼亚拉,局部地区有雷雨,,25,2017/6/18
孔阿,局部地区有雷雨,,24,2017/6/18
奥戈,局部地区有雷雨,,24,2017/6/18
豪拉哈,局部地区有雷雨,,24,2017/6/18
塔鲁瓦纳,局部地区有雷雨,,24,2017/6/18
布阿拉,几场雷雨,,23,2017/6/18
蒙达,中雨,27,,2017/6/18
帕帕拉,局部地区有雷雨,,23,2017/6/18
布马,局部地区有雷雨,,25,2017/6/18
奥基,阴,27,,2017/6/18
奥拉尔,有几场阵雨，主要在晚间,,25,2017/6/18
萨卡奥,可能有阵雨,,25,2017/6/18
伊桑埃尔,可能有阵雨,,22,2017/6/18
亚松森,阴,9,25,2017/6/18
平城市,多云转阴,,18,2017/6/18
图尔库,阴,13,19,2017/6/18
科纳,中雨转小雨,26,31,2017/6/18
鄂木斯克,多云,17,33,2017/6/18
塔林,小雨转多云,14,17,2017/6/18
阿达纳,多云,21,30,2017/6/18
开塞利,多云,13,25,2017/6/18
朱巴,小雨转多云,22,33,2017/6/18
图卢兹,晴转多云,18,32,2017/6/18
贝洛奥里藏特,晴,13,23,2017/6/18
米子,阴转晴,18,26,2017/6/18
阿比让,中雨转小雨,26,29,2017/6/18
龙讷比,多云转晴,14,21,2017/6/18
荣市,阴转小雨,28,32,2017/6/18
昌迪加尔,多云,27,36,2017/6/18
恩贾梅纳,小雨,24,35,2017/6/18
埃尔卡拉法特,多云转晴,-1,3,2017/6/18
吉大港,小雨转中雨,25,29,2017/6/18
基加利,小雨,16,26,2017/6/18
里士满,小雨,24,32,2017/6/18
加德满都,小雨,17,26,2017/6/18
拉合尔,多云转小雨,29,39,2017/6/18
太子港国际,阴转小雨,24,31,2017/6/18
清莱,阴,23,32,2017/6/18
圣胡安,小雨,26,31,2017/6/18
达沃,中雨转小雨,25,30,2017/6/18
乌汶,阴转中雨,25,31,2017/6/18
卡托维兹,多云转晴,11,21,2017/6/18
克拉科夫,多云转晴,11,22,2017/6/18
克拉斯诺达,阴,18,28,2017/6/18
阿特劳,多云,18,25,2017/6/18
林雪平,多云转晴,15,25,2017/6/18
塔那那利佛,多云转小雨,12,20,2017/6/18
巴格达,晴,28,,2017/6/18
伊尔库茨克,多云,11,25,2017/6/18
喀布尔,多云,12,29,2017/6/18
额尔登特,晴间多云,,7,2017/6/18
日内瓦,晴,15,26,2017/6/18
连江,中雨转小雨,21,23,2017/6/18
巴林,晴,32,41,2017/6/18
圣地亚哥,晴,2,9,2017/6/18
维多利亚,中雨转小雨,27,28,2017/6/18
达累斯萨拉姆,小雨,24,29,2017/6/18
利伯维尔,小雨,23,26,2017/6/18
密尔沃基,多云,17,24,2017/6/18
隆德里纳,多云,13,24,2017/6/18
晋江,中雨,21,23,2017/6/18
卢本巴希,多云转晴,11,25,2017/6/18
义乌,多云转阵雨,21,29,2017/6/18
奥克兰,阴转小雨,11,17,2017/6/18
安科纳,晴,22,25,2017/6/18
克孜勒奥尔达,晴,19,31,2017/6/18
德岛,阴转晴,19,26,2017/6/18
波尔多,晴转多云,19,31,2017/6/18
库斯科,多云转阴,5,20,2017/6/18
奇瓦瓦,多云,23,38,2017/6/18
的黎波里,晴,21,28,2017/6/18
哈博罗内,多云,8,21,2017/6/18
斯塔万格,小雨,11,15,2017/6/18
库车,多云转晴,18,35,2017/6/18
巴马科,小雨,22,35,2017/6/18
瓦伦西亚,多云,22,32,2017/6/18
马塞卢,多云转晴,4,15,2017/6/18
萨格勒布,多云转晴,16,25,2017/6/18
孔敬,小雨转阴,25,32,2017/6/18
瓦萨,阴转晴,12,20,2017/6/18
阿姆斯特丹,多云,16,26,2017/6/18
里尔,晴,16,29,2017/6/18
木伦,晴,,7,2017/6/18
苏赫巴托尔,多云转阴,,10,2017/6/18
马来奕,局部地区有雷雨,,24,2017/6/18
布拉迪斯拉发,多云转晴,14,25,2017/6/18
伊瓦洛,阴转大雨,8,14,2017/6/18
达拉曼,多云,17,24,2017/6/18
托雷翁,多云转晴,24,37,2017/6/18
塔克洛班,阴转大雨,24,29,2017/6/18
巴勒莫,晴,20,26,2017/6/18
马拉喀什,多云,25,38,2017/6/18
帝力,多云,25,30,2017/6/18
台北,中雨,25,29,2017/6/18
克莱蒙费朗,多云,16,29,2017/6/18
吉布提,晴,28,40,2017/6/18
德黑兰,晴,26,34,2017/6/18
渥太华,中雨,19,31,2017/6/18
布琼布拉,阴转多云,22,29,2017/6/18
明斯克,多云,14,26,2017/6/18
盐湖城,多云,18,31,2017/6/18
腾冲,大雨转小雨,18,23,2017/6/18
温都尔汗,逐渐晴朗,,14,2017/6/18
达尔汗,多云转阴,,11,2017/6/18
努瓦克肖特,晴,21,33,2017/6/18
巴色,中雨,24,30,2017/6/18
布林迪西,晴,21,23,2017/6/18
伊斯法罕,晴,22,35,2017/6/18
横滨,中雨转阴,19,24,2017/6/18
井冈山,阵雨转多云,18,21,2017/6/18
布宜诺斯艾利斯,多云,4,12,2017/6/18
巴里,多云,19,22,2017/6/18
清州,晴转多云,15,31,2017/6/18
平壤,阴,19,,2017/6/18
都柏林,晴,13,19,2017/6/18
巴西利亚,多云转小雨,14,22,2017/6/18
鹿特丹,多云转晴,15,26,2017/6/18
突尼斯,多云,21,30,2017/6/18
大马士革,晴,18,36,2017/6/18
圣安东尼奥,小雨,25,30,2017/6/18
塞班,小雨,30,31,2017/6/18
安托法加斯塔,多云,11,16,2017/6/18
蒙特雷,多云,23,38,2017/6/18
都灵,多云,20,27,2017/6/18
蒙哥马利,多云转晴,22,31,2017/6/18
邦阿,一场阵雨或雷雨,,22,2017/6/18
车车尔勒格,多云,8,,2017/6/18
维也纳,多云转晴,14,25,2017/6/18
克尔曼,多云转晴,21,36,2017/6/18
奥卢,多云,10,16,2017/6/18
科利马,多云,23,32,2017/6/18
瓦里,中雨转阴,24,29,2017/6/18
斯利那加,小雨,16,30,2017/6/18
苏瓦,多云转阴,23,26,2017/6/18
伊斯兰堡,多云转小雨,26,38,2017/6/18
卡拉奇,小雨,29,33,2017/6/18
堪培拉,多云转晴,1,12,2017/6/18
沙迦,晴,29,42,2017/6/18
伦敦,多云转晴,16,24,2017/6/18
加拉加斯,中雨转小雨,26,28,2017/6/18
里斯本,多云,21,30,2017/6/18
拉巴特,多云,21,32,2017/6/18
利物浦,多云,12,17,2017/6/18
曼德勒,多云转阴,26,33,2017/6/18
泗水,晴,23,34,2017/6/18
安曼,晴,21,32,2017/6/18
马拉加,多云,22,28,2017/6/18
斯特拉斯堡,多云,13,26,2017/6/18
坎大哈,晴,23,41,2017/6/18
罗安达,阴,20,26,2017/6/18
德累斯顿,小雨转晴,13,24,2017/6/18
斯图加特,多云,13,25,2017/6/18
洛美,中雨转小雨,25,29,2017/6/18
萨尔茨堡,多云转晴,11,21,2017/6/18
芝加哥,多云,15,26,2017/6/18
热那亚,多云转晴,22,25,2017/6/18
萨斯卡通,多云,11,22,2017/6/18
卢克索,晴,26,43,2017/6/18
凯夫拉维克,阴,7,9,2017/6/18
比什凯克,小雨转晴,22,30,2017/6/18
马什哈德,晴,22,33,2017/6/18
新西伯利亚,多云,17,31,2017/6/18
劳德代尔堡,大雨转小雨,27,29,2017/6/18
萨那,小雨,18,31,2017/6/18
贝尔法斯特,多云,5,15,2017/6/18
巴戈特维尔,大雨转小雨,22,28,2017/6/18
拉格兰德,小雨,14,22,2017/6/18
温莎,中雨转多云,17,27,2017/6/18
法鲁,多云,23,26,2017/6/18
挪威豪斯,阴,0,0,2017/6/18
阿卡普尔科,小雨,28,32,2017/6/18
道森,多云,12,24,2017/6/18
汤普森,阴转多云,6,19,2017/6/18
科勒尔港,多云,3,11,2017/6/18
蒂明斯,中雨转小雨,13,23,2017/6/18
班戈,小雨转阵雨,1,16,2017/6/18
俾斯麦,多云,12,25,2017/6/18
格罗德诺,多云,14,25,2017/6/18
别尔哥罗德,多云,10,22,2017/6/18
班顿杜,阴,22,32,2017/6/18
柏林顿,多云,16,25,2017/6/18
哥伦比亚,多云转晴,24,34,2017/6/18
新奥尔良,小雨转多云,24,31,2017/6/18
罗萨里奥,晴,0,10,2017/6/18
蒙彼利埃,多云,20,28,2017/6/18
第比利斯,阴转多云,15,25,2017/6/18
提米蒙,多云,26,38,2017/6/18
瓦加杜古,小雨,23,34,2017/6/18
库马西,小雨,23,30,2017/6/18
阿布贾,中雨转小雨,22,31,2017/6/18
泰贝萨,多云转晴,18,32,2017/6/18
尼亚美,多云转阴,25,37,2017/6/18
加贝斯,多云,23,30,2017/6/18
安特卫普,多云转晴,15,27,2017/6/18
卡尔加里,小雨转多云,8,18,2017/6/18
卡拉干达,多云转晴,15,33,2017/6/18
达博,多云转晴,4,16,2017/6/18
良乌,多云转阴,25,33,2017/6/18
布鲁姆,多云,19,26,2017/6/18
蒙特利尔,小雨,21,31,2017/6/18
多伦多,阴转小雨,15,31,2017/6/18
杰拉尔顿,阴,11,16,2017/6/18
拉斯维加斯,多云,31,40,2017/6/18
迪拜,晴,30,41,2017/6/18
阿布扎比,晴,27,41,2017/6/18
开罗,多云,22,36,2017/6/18
首尔,多云,19,31,2017/6/18
新加坡,中雨转小雨,27,29,2017/6/18
洛杉矶,多云,17,25,2017/6/18
旧金山,晴转多云,18,22,2017/6/18
华盛顿,多云,24,32,2017/6/18
迈阿密,中雨转小雨,26,32,2017/6/18
奥兰多,大雨转阴,22,30,2017/6/18
伊兹密尔,多云,16,25,2017/6/18
东京,中雨转小雨,18,24,2017/6/18
帕拉马里博,中雨转小雨,23,30,2017/6/18
亚兹德,晴,27,38,2017/6/18
姆万扎,阴,19,27,2017/6/18
利隆圭,晴转多云,11,24,2017/6/18
不来梅,多云,14,25,2017/6/18
巴拿马城,多云转小雨,25,29,2017/6/18
圣地亚哥,多云,19,24,2017/6/18
亚特兰大,小雨转多云,23,28,2017/6/18
檀香山,小雨,25,27,2017/6/18
波士顿,小雨转阴,24,27,2017/6/18
底特律,中雨转多云,17,27,2017/6/18
纽约,小雨,27,31,2017/6/18
波特兰,阴,18,23,2017/6/18
金边,阴,26,34,2017/6/18
阿库雷里,阴,4,10,2017/6/18
巴库,多云转晴,19,21,2017/6/18
格拉斯哥,阴,13,18,2017/6/18
爱丁堡,小雨,14,21,2017/6/18
布达佩斯,多云转晴,12,23,2017/6/18
雅典,小雨,17,24,2017/6/18
布鲁塞尔,多云,16,28,2017/6/18
内罗毕,阴转小雨,13,24,2017/6/18
波拉波拉,多云,28,29,2017/6/18
圣保罗,多云转晴,13,24,2017/6/18
汉堡,多云,15,26,2017/6/18
乌兰巴托,小雨转多云,9,20,2017/6/18
火奴鲁鲁,小雨,25,27,2017/6/18
桃园,中雨,25,29,2017/6/18
嘉义,阴转小雨,27,31,2017/6/18
台东,阴转小雨,27,31,2017/6/18
哈瓦那,大雨,24,26,2017/6/18
布拉柴维尔,阴,19,31,2017/6/18
雅温得,小雨,19,25,2017/6/18
格拉茨,多云转晴,12,24,2017/6/18
万象,小雨,26,34,2017/6/18
全州,晴转多云,15,30,2017/6/18
朝阳,雷阵雨,18,33,2017/6/18
伯尔尼,晴,17,28,2017/6/18
耶路撒冷,晴,18,31,2017/6/18
鹿儿岛,阴,17,25,2017/6/18
卑尔根,小雨转阴,12,14,2017/6/18
戈夫,多云,25,27,2017/6/18
廷杜夫,多云,29,41,2017/6/18
卢森堡,多云,15,27,2017/6/18
晋州,晴转阴,16,31,2017/6/18
曼谷,小雨,27,35,2017/6/18
清迈,阴,24,31,2017/6/18
墨西哥城,小雨,14,26,2017/6/18
甲米,多云,23,29,2017/6/18
河内,中雨转阴,25,30,2017/6/18
荷台达,晴,31,37,2017/6/18
利雅德,晴,26,43,2017/6/18
开普敦,多云,12,16,2017/6/18
台南,阴转小雨,27,31,2017/6/18
科威特,晴,31,41,2017/6/18
波哥大,大雨转中雨,15,16,2017/6/18
芒市,中雨转小雨,22,29,2017/6/18
里贾纳,多云,11,21,2017/6/18
釜山,晴转多云,21,24,2017/6/18
济州岛,多云转阴,20,25,2017/6/18
艾斯尤特,晴,25,40,2017/6/18
布隆方丹,多云,6,17,2017/6/18
利马,多云,19,25,2017/6/18
巴东,多云,20,32,2017/6/18
多哈,晴,31,41,2017/6/18
拉纳卡,晴,20,30,2017/6/18
哈拉雷,多云,7,20,2017/6/18
圣何塞,暴雨转中雨,25,28,2017/6/18
圣萨尔瓦多,阴转小雨,23,25,2017/6/18
内尔斯普雷特,多云,11,21,2017/6/18
加途,多云,27,27,2017/6/18
麦地那,晴,33,42,2017/6/18
阿克拉,小雨,22,27,2017/6/18
喀土穆,多云转晴,27,38,2017/6/18
贝鲁特,晴,22,30,2017/6/18
亚丁,晴,32,35,2017/6/18
曼彻斯特,晴,14,25,2017/6/18
屏东,阴转小雨,27,31,2017/6/18
吉达,多云转晴,33,39,2017/6/18
塔布克,晴,24,38,2017/6/18
费城,阴转多云,26,31,2017/6/18
班吉,多云转小雨,21,33,2017/6/18
马斯喀特,晴,33,40,2017/6/18
汉诺威,多云,14,25,2017/6/18
哥德堡,多云转小雨,15,21,2017/6/18
达尔文,多云,25,28,2017/6/18
埃尔帕索,阴转多云,24,39,2017/6/18
奥斯陆,小雨转多云,10,23,2017/6/18
危地马拉城,小雨,18,21,2017/6/18
卢萨卡,多云,11,21,2017/6/18
坎贝尔镇,中雨转小雨,10,14,2017/6/18
卡拉马,晴,6,19,2017/6/18
宗莫德,晴转晴间多云,,5,2017/6/18
叶卡捷琳堡,小雨转大雨,14,24,2017/6/18
莫尔兹比港,多云,22,28,2017/6/18
维罗纳,多云转晴,18,30,2017/6/18
奥伦堡,多云,12,22,2017/6/18
阿塔克,晴转多云,26,37,2017/6/18
敦煌,多云,19,35,2017/6/18
乔治敦,中雨转小雨,23,30,2017/6/18
二连浩特,多云转晴,14,28,2017/6/18
米卢斯,多云,14,26,2017/6/18
上海,多云,22,29,2017/6/18
天津,阴转雷阵雨,23,34,2017/6/18
重庆,阵雨转阴,23,26,2017/6/18
哈尔滨,雷阵雨,18,27,2017/6/18
齐齐哈尔,阵雨转多云,15,26,2017/6/18
牡丹江,雷阵雨,17,29,2017/6/18
佳木斯,雷阵雨转阵雨,16,26,2017/6/18
绥化,中雨转多云,17,26,2017/6/18
黑河,中雨转雷阵雨,15,21,2017/6/18
大兴安岭,雷阵雨转中雨,13,20,2017/6/18
伊春,中雨转多云,13,25,2017/6/18
七台河,雷阵雨转阵雨,17,26,2017/6/18
鸡西,雷阵雨转阵雨,17,27,2017/6/18
鹤岗,中雨转小雨,14,25,2017/6/18
长春,雷阵雨,18,29,2017/6/18
吉林,小雨,18,27,2017/6/18
延吉,阵雨转多云,16,26,2017/6/18
大庆,阵雨转多云,17,27,2017/6/18
双鸭山,阵雨,17,28,2017/6/18
四平,小雨,18,29,2017/6/18
通化,多云,18,30,2017/6/18
白城,晴转多云,17,29,2017/6/18
辽源,阵雨转雷阵雨,16,31,2017/6/18
松原,小雨转雷阵雨,20,28,2017/6/18
白山,小雨,15,30,2017/6/18
白山,小雨转多云,15,30,2017/6/18
大连,晴转多云,22,28,2017/6/18
沈阳,雷阵雨,19,32,2017/6/18
鞍山,阵雨转雷阵雨,21,32,2017/6/18
抚顺,雷阵雨,19,31,2017/6/18
本溪,雷阵雨转多云,20,31,2017/6/18
丹东,多云,19,26,2017/6/18
锦州,阵雨,20,32,2017/6/18
营口,多云,22,28,2017/6/18
阜新,阵雨转雷阵雨,18,32,2017/6/18
辽阳,阵雨转雷阵雨,20,32,2017/6/18
铁岭,雷阵雨,18,31,2017/6/18
诗梳风,逐渐晴朗,,26,2017/6/18
斯外杰,逐渐晴朗,,25,2017/6/18
川龙,局部地区有雷雨,,24,2017/6/18
盘锦,多云转雷阵雨,21,28,2017/6/18
葫芦岛,多云转阵雨,20,31,2017/6/18
呼和浩特,小雨转阵雨,13,23,2017/6/18
包头,小雨转晴,16,29,2017/6/18
乌海,多云,19,33,2017/6/18
集宁,阵雨转多云,12,24,2017/6/18
赤峰,雷阵雨转多云,17,26,2017/6/18
鄂尔多斯,小雨转晴,15,29,2017/6/18
斯努,多云,,24,2017/6/18
高涅,多云,,24,2017/6/18
奥朗,局部地区有雷雨,,23,2017/6/18
奥迭,多云,,23,2017/6/18
博胶,零星降雨和雷雨,,23,2017/6/18
菩萨市,多云,,25,2017/6/18
隆发,局部地区有雷雨,,24,2017/6/18
西哈努克市,零星降雨和雷雨,,28,2017/6/18
磅清扬,多云,,25,2017/6/18
通辽,雷阵雨,19,29,2017/6/18
临河,多云转晴,16,29,2017/6/18
锡林浩特,多云,13,26,2017/6/18
海拉尔,小雨,11,22,2017/6/18
乌兰浩特,多云,17,29,2017/6/18
石家庄,晴转多云,23,35,2017/6/18
保定,多云转雷阵雨,22,34,2017/6/18
张家口,雷阵雨,16,31,2017/6/18
承德,雷阵雨,18,30,2017/6/18
波萝勉,多云,,25,2017/6/18
安隆汶,局部地区有雷雨,,25,2017/6/18
拉查拉克,多云转阴,,14,2017/6/18
磅士卑,多云,,24,2017/6/18
阿左旗,雷阵雨转多云,18,30,2017/6/18
唐山,多云转雷阵雨,20,33,2017/6/18
廊坊,多云转雷阵雨,21,35,2017/6/18
沧州,晴转多云,24,36,2017/6/18
衡水,晴转多云,23,35,2017/6/18
邢台,晴转多云,21,34,2017/6/18
邯郸,多云转晴,23,35,2017/6/18
秦皇岛,阴转雷阵雨,19,30,2017/6/18
太原,多云转雷阵雨,17,31,2017/6/18
大同,雷阵雨转多云,13,30,2017/6/18
昆明,阵雨,18,26,2017/6/18
特诺准,多云,,25,2017/6/18
马尔多纳多,风,,8,2017/6/18
科科斯岛,阴,26,,2017/6/18
仲加,多云,,25,2017/6/18
阳泉,雷阵雨,17,33,2017/6/18
晋中,小雨,17,34,2017/6/18
长治,多云转晴,16,30,2017/6/18
晋城,多云,17,29,2017/6/18
临汾,晴,21,34,2017/6/18
运城,多云,21,33,2017/6/18
朔州,雷阵雨转多云,14,31,2017/6/18
忻州,阵雨转多云,17,33,2017/6/18
离石,晴,17,33,2017/6/18
西安,多云,22,33,2017/6/18
耶烈万机场,晴,16,32,2017/6/18
绍尔哈,多云,11,18,2017/6/18
阿塔沙特,晴,18,28,2017/6/18
科马亚瓜,几场阵雨和雷雨,,21,2017/6/18
戈公,局部地区有雷雨,,26,2017/6/18
乌列盖,逐渐晴朗,,9,2017/6/18
伊杰万,多云,18,29,2017/6/18
阿什塔拉克,晴,17,31,2017/6/18
阿尔马维尔,晴,18,31,2017/6/18
三原,多云转晴,22,32,2017/6/18
延长,阴转多云,15,32,2017/6/18
榆林,小雨,19,32,2017/6/18
渭南,多云,22,32,2017/6/18
商洛,多云,16,29,2017/6/18
安康,多云,22,32,2017/6/18
汉中,多云,22,31,2017/6/18
宝鸡,多云,22,32,2017/6/18
铜川,多云,19,31,2017/6/18
杨凌,多云,21,32,2017/6/18
法坦,晴,11,24,2017/6/18
济南,晴,26,35,2017/6/18
青岛,晴,20,25,2017/6/18
淄博,晴转多云,22,36,2017/6/18
德州,晴转多云,24,35,2017/6/18
烟台,晴,21,36,2017/6/18
潍坊,晴,21,36,2017/6/18
济宁,晴,24,34,2017/6/18
泰安,多云,21,34,2017/6/18
临沂,晴,21,34,2017/6/18
菏泽,晴,23,34,2017/6/18
瓦纳佐尔,晴,14,26,2017/6/18
丹加地,局部地区有雷雨,,27,2017/6/18
滨州,晴转多云,20,35,2017/6/18
东营,晴转多云,23,35,2017/6/18
威海,晴,23,33,2017/6/18
枣庄,多云,21,33,2017/6/18
日照,晴转多云,20,28,2017/6/18
莱芜,晴转多云,21,34,2017/6/18
聊城,晴转多云,22,34,2017/6/18
乌鲁木齐,多云转晴,21,30,2017/6/18
克拉玛依,阵雨转晴,23,34,2017/6/18
石河子,多云,21,,2017/6/18
嘉瓦,多云,11,20,2017/6/18
阿雷尼,晴,20,33,2017/6/18
阿勒山,晴,21,28,2017/6/18
安伯,晴,11,25,2017/6/18
阿马西亚,多云,9,22,2017/6/18
博克拉,阵雨,,18,2017/6/18
昌吉,多云,24,34,2017/6/18
吐鲁番,多云,31,42,2017/6/18
库尔勒,阵雨转晴,26,36,2017/6/18
阿拉尔,晴,18,37,2017/6/18
阿克苏,晴,20,35,2017/6/18
喀什,晴,22,37,2017/6/18
伊宁,阵雨转晴,21,32,2017/6/18
塔城,阵雨转多云,20,30,2017/6/18
哈密,晴转多云,22,37,2017/6/18
和田,晴,24,36,2017/6/18
戈尔米,多云转阴,,20,2017/6/18
阿勒泰,小雨,19,30,2017/6/18
阿图什,晴,24,37,2017/6/18
博乐,小雨转阵雨,19,32,2017/6/18
拉萨,小雨,12,22,2017/6/18
日喀则,小雨,10,24,2017/6/18
山南,小雨,8,22,2017/6/18
林芝,小雨转中雨,12,19,2017/6/18
